error,peso1,peso2,peso3,bias
7.000000000000000666e-02,5.990603454352046997e-01,-1.933245122099676028e-01,-2.562315640272230244e-01,-1.399999999999999856e-01
1.000000000000000021e-02,6.363395913809285487e-01,-1.836479074763072150e-01,-2.308895205454090660e-01,-1.399999999999999856e-01
1.499999999999999944e-02,6.087762367855731327e-01,-2.616425746575641309e-01,-2.933041244381042190e-01,-1.499999999999999944e-01
1.000000000000000021e-02,6.516687215946707079e-01,-2.389215607780642570e-01,-2.676158123606295347e-01,-1.499999999999999944e-01
1.000000000000000021e-02,6.889479675403945569e-01,-2.292449560444038692e-01,-2.422737688788155763e-01,-1.499999999999999944e-01
1.000000000000000021e-02,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
0.000000000000000000e+00,7.156769728225584881e-01,-2.149359429355965356e-01,-2.238597731384240341e-01,-1.499999999999999944e-01
